"id","uri","additional.name","given.name","family.name","full.name","birth.date","gender","constituency","party"
"638","http://lda.data.parliament.uk/members/638.csv","Kevin","Michael","Moore","Michael Moore","1965-06-03","Male","Berwickshire, Roxburgh and Selkirk","Liberal Democrat"
"3974","http://lda.data.parliament.uk/members/3974.csv",NA,"Claire","Perry","Claire Perry","1964-04-03","Female","Devizes","Conservative"
"4119","http://lda.data.parliament.uk/members/4119.csv",NA,"Jonathan","Reynolds","Jonathan Reynolds","1980-08-28","Male","Stalybridge and Hyde","Labour (Co-op)"
"3928","http://lda.data.parliament.uk/members/3928.csv",NA,"Nick","Smith","Nick Smith","1960-01-14","Male","Blaenau Gwent","Labour"
"3923","http://lda.data.parliament.uk/members/3923.csv",NA,"David","Ward","Mr David Ward","1953-06-24","Male","Bradford East","Liberal Democrat"
"484","http://lda.data.parliament.uk/members/484.csv","Joyce","Louise","Ellman","Mrs Louise Ellman","1945-11-14","Female","Liverpool, Riverside","Labour (Co-op)"
"242","http://lda.data.parliament.uk/members/242.csv","Robert","Christopher","Chope","Mr Christopher Chope","1947-05-19","Male","Christchurch","Conservative"
"1566","http://lda.data.parliament.uk/members/1566.csv","Robert","Daniel","Kawczynski","Daniel Kawczynski","1972-01-24","Male","Shrewsbury and Atcham","Conservative"
"605","http://lda.data.parliament.uk/members/605.csv",NA,"John","Robertson","John Robertson","1952-04-17","Male","Glasgow North West","Labour"
"307","http://lda.data.parliament.uk/members/307.csv",NA,"Geoffrey","Robinson","Mr Geoffrey Robinson","1938-05-25","Male","Coventry North West","Labour"
"4035","http://lda.data.parliament.uk/members/4035.csv",NA,"Steve","Rotheram","Steve Rotheram","1961-11-04","Male","Liverpool, Walton","Labour"
"1405","http://lda.data.parliament.uk/members/1405.csv","Christopher","Mark","Field","Mark Field","1964-10-06","Male","Cities of London and Westminster","Conservative"
"1463","http://lda.data.parliament.uk/members/1463.csv","Anthony","Thomas","Watson","Mr Tom Watson","1967-01-08","Male","West Bromwich East","Labour"
"12","http://lda.data.parliament.uk/members/12.csv","Margaret","Fiona","Mactaggart","Fiona Mactaggart","1953-09-12","Female","Slough","Labour"
"4022","http://lda.data.parliament.uk/members/4022.csv","Newton","Oliver","Colvile","Oliver Colvile","1959-08-26","Male","Plymouth, Sutton and Devonport","Conservative"
"3950","http://lda.data.parliament.uk/members/3950.csv",NA,"Tracey","Crouch","Tracey Crouch","1975-07-24","Female","Chatham and Aylesford","Conservative"
"1492","http://lda.data.parliament.uk/members/1492.csv","Roy","Stephen","Williams","Stephen Williams","1966-10-11","Male","Bristol West","Liberal Democrat"
"376","http://lda.data.parliament.uk/members/376.csv","Arthur","Alan","Johnson","Alan Johnson","1950-05-17","Male","Kingston upon Hull West and Hessle","Labour"
"3938","http://lda.data.parliament.uk/members/3938.csv",NA,"Anna","Soubry","Anna Soubry","1956-12-07","Female","Broxtowe","Conservative"
"4079","http://lda.data.parliament.uk/members/4079.csv",NA,"Julian","Sturdy","Julian Sturdy","1971-06-03","Male","York Outer","Conservative"
"422","http://lda.data.parliament.uk/members/422.csv","Michael","Christopher","Leslie","Chris Leslie","1972-06-28","Male","Nottingham East","Labour (Co-op)"
"1528","http://lda.data.parliament.uk/members/1528.csv","Alan","Michael","Penning","Mike Penning","1957-09-28","Male","Hemel Hempstead","Conservative"
"1522","http://lda.data.parliament.uk/members/1522.csv","James Harold","Adam","Holloway","Mr Adam Holloway","1965-07-29","Male","Gravesham","Conservative"
"194","http://lda.data.parliament.uk/members/194.csv","Henry Ward","Simon","Hughes","Simon Hughes","1951-05-17","Male","Bermondsey and Old Southwark","Liberal Democrat"
"274","http://lda.data.parliament.uk/members/274.csv","William","Owen","Paterson","Mr Owen Paterson","1956-06-24","Male","North Shropshire","Conservative"
"1497","http://lda.data.parliament.uk/members/1497.csv","Nancy","Jennifer","Willott","Jenny Willott","1974-05-29","Female","Cardiff Central","Liberal Democrat"
"1590","http://lda.data.parliament.uk/members/1590.csv","Sloan","Kathryn","Clark","Katy Clark","1967-07-03","Female","North Ayrshire and Arran","Labour"
"348","http://lda.data.parliament.uk/members/348.csv","Hannay Bailey","Peter","Tapsell","Sir Peter Tapsell","1930-02-01","Male","Louth and Horncastle","Conservative"
"432","http://lda.data.parliament.uk/members/432.csv","Mary","Helen","Jones","Helen Jones","1954-12-24","Female","Warrington North","Labour"
"255","http://lda.data.parliament.uk/members/255.csv","William St John","David","Heath","Mr David Heath","1954-03-16","Male","Somerton and Frome","Liberal Democrat"
"1552","http://lda.data.parliament.uk/members/1552.csv","Jane","Alison","Seabeck","Alison Seabeck","1954-01-20","Female","Plymouth, Moor View","Labour"
"3989","http://lda.data.parliament.uk/members/3989.csv",NA,"Jack","Lopresti","Jack Lopresti","1969-08-23","Male","Filton and Bradley Stoke","Conservative"
"126","http://lda.data.parliament.uk/members/126.csv","Robert","Keith","Simpson","Mr Keith Simpson","1949-03-29","Male","Broadland","Conservative"
"4096","http://lda.data.parliament.uk/members/4096.csv",NA,"Simon","Wright","Simon Wright","1979-09-15","Male","Norwich South","Liberal Democrat"
"1483","http://lda.data.parliament.uk/members/1483.csv","Alexander Melvin","John","Hemming","John Hemming","1960-03-16","Male","Birmingham, Yardley","Liberal Democrat"
"566","http://lda.data.parliament.uk/members/566.csv","Philip","Martin","Caton","Martin Caton","1951-06-15","Male","Gower","Labour"
"445","http://lda.data.parliament.uk/members/445.csv","Andrew","Robert","Stunell","Sir Andrew Stunell","1942-11-24","Male","Hazel Grove","Liberal Democrat"
"4130","http://lda.data.parliament.uk/members/4130.csv",NA,"Margaret","Ritchie","Ms Margaret Ritchie","1958-03-25","Female","South Down","Social Democratic & Labour Party"
"1388","http://lda.data.parliament.uk/members/1388.csv","Alexander","Nigel","Dodds","Mr Nigel Dodds","1958-08-20","Male","Belfast North","Democratic Unionist"
"1389","http://lda.data.parliament.uk/members/1389.csv","Leonard George","Gregory","Barker","Gregory Barker","1966-03-08","Male","Bexhill and Battle","Conservative"
"1501","http://lda.data.parliament.uk/members/1501.csv","Carol","Roberta","Blackman-Woods","Roberta Blackman-Woods","1957-08-16","Female","City of Durham","Labour"
"451","http://lda.data.parliament.uk/members/451.csv","Bernard","Gerald","Kaufman","Sir Gerald Kaufman","1930-06-21","Male","Manchester, Gorton","Labour"
"1601","http://lda.data.parliament.uk/members/1601.csv","James Macgillivray","Robert","Neill","Robert Neill","1952-06-24","Male","Bromley and Chislehurst","Conservative"
"1465","http://lda.data.parliament.uk/members/1465.csv",NA,"Pat","Doherty","Mr Pat Doherty","1945-07-18","Male","West Tyrone","Sinn Fein"
"4004","http://lda.data.parliament.uk/members/4004.csv",NA,"Mike","Freer","Mike Freer","1960-05-29","Male","Finchley and Golders Green","Conservative"
"4056","http://lda.data.parliament.uk/members/4056.csv",NA,"Nicholas","Dakin","Nic Dakin","1955-07-10","Male","Scunthorpe","Labour"
"172","http://lda.data.parliament.uk/members/172.csv","Julie","Diane","Abbott","Ms Diane Abbott","1953-09-27","Female","Hackney North and Stoke Newington","Labour"
"298","http://lda.data.parliament.uk/members/298.csv","James","Stephen","McCabe","Steve McCabe","1955-08-04","Male","Birmingham, Selly Oak","Labour"
"1534","http://lda.data.parliament.uk/members/1534.csv",NA,"Lee","Scott","Mr Lee Scott","1956-04-06","Male","Ilford North","Conservative"
"1550","http://lda.data.parliament.uk/members/1550.csv","Arthur Roland","Brian","Binley","Mr Brian Binley","1942-04-01","Male","Northampton South","Conservative"
"4105","http://lda.data.parliament.uk/members/4105.csv",NA,"Justin","Tomlinson","Justin Tomlinson","1976-11-05","Male","North Swindon","Conservative"
"1397","http://lda.data.parliament.uk/members/1397.csv",NA,"Hywel","Williams","Hywel Williams","1953-05-14","Male","Arfon","Plaid Cymru"
"4050","http://lda.data.parliament.uk/members/4050.csv",NA,"Gordon","Henderson","Gordon Henderson","1948-01-27","Male","Sittingbourne and Sheppey","Conservative"
"4264","http://lda.data.parliament.uk/members/4264.csv","John","Stephen","Doughty","Stephen Doughty","1980-04-15","Male","Cardiff South and Penarth","Labour (Co-op)"
"1482","http://lda.data.parliament.uk/members/1482.csv","Charles","Graham","Stuart","Mr Graham Stuart","1962-03-12","Male","Beverley and Holderness","Conservative"
"3954","http://lda.data.parliament.uk/members/3954.csv",NA,"Stephen","Mosley","Stephen Mosley","1972-06-12","Male","City of Chester","Conservative"
"4014","http://lda.data.parliament.uk/members/4014.csv",NA,"Alok","Sharma","Alok Sharma","1967-09-07","Male","Reading West","Conservative"
"1543","http://lda.data.parliament.uk/members/1543.csv","Sampson Macfarlane","John","Leech","Mr John Leech","1971-04-11","Male","Manchester, Withington","Liberal Democrat"
"3945","http://lda.data.parliament.uk/members/3945.csv",NA,"Sajid","Javid","Sajid Javid","1969-12-05","Male","Bromsgrove","Conservative"
"1533","http://lda.data.parliament.uk/members/1533.csv","Ruth","Diana","Johnson","Diana Johnson","1966-07-25","Female","Kingston upon Hull North","Labour"
"3986","http://lda.data.parliament.uk/members/3986.csv",NA,"Damian","Collins","Damian Collins","1974-02-04","Male","Folkestone and Hythe","Conservative"
"1565","http://lda.data.parliament.uk/members/1565.csv","Andrew","Philip","Davies","Philip Davies","1972-01-05","Male","Shipley","Conservative"
"4042","http://lda.data.parliament.uk/members/4042.csv",NA,"Owen","Smith","Owen Smith","1970-03-02","Male","Pontypridd","Labour"
"1538","http://lda.data.parliament.uk/members/1538.csv","Elizabeth","Rosemary","Cooper","Rosie Cooper","1950-09-05","Female","West Lancashire","Labour"
"4116","http://lda.data.parliament.uk/members/4116.csv",NA,"Michael","Ellis","Michael Ellis","1967-10-13","Male","Northampton North","Conservative"
"1392","http://lda.data.parliament.uk/members/1392.csv",NA,"Khalid","Mahmood","Mr Khalid Mahmood","1961-07-13","Male","Birmingham, Perry Barr","Labour"
"372","http://lda.data.parliament.uk/members/372.csv","Vernon","Austin","Mitchell","Austin Mitchell","1934-09-19","Male","Great Grimsby","Labour"
"1191","http://lda.data.parliament.uk/members/1191.csv","Leslie","Malcolm","Rifkind","Sir Malcolm Rifkind","1946-06-21","Male","Kensington","Conservative"
"4136","http://lda.data.parliament.uk/members/4136.csv",NA,"Nigel","Mills","Nigel Mills","1974-10-28","Male","Amber Valley","Conservative"
"223","http://lda.data.parliament.uk/members/223.csv",NA,"Liam","Fox","Dr Liam Fox","1961-09-22","Male","North Somerset","Conservative"
"1166","http://lda.data.parliament.uk/members/1166.csv","Peter","Jonathan","Evans","Jonathan Evans","1950-06-02","Male","Cardiff North","Conservative"
"4049","http://lda.data.parliament.uk/members/4049.csv",NA,"Mark","Reckless","Mark Reckless","1970-12-06","Male","Rochester and Strood","Conservative"
"513","http://lda.data.parliament.uk/members/513.csv","James","Alan","Beith","Sir Alan Beith","1943-04-20","Male","Berwick-upon-Tweed","Liberal Democrat"
"1493","http://lda.data.parliament.uk/members/1493.csv","Ashley Rupert","Charles","Walker","Mr Charles Walker","1967-09-11","Male","Broxbourne","Conservative"
"3952","http://lda.data.parliament.uk/members/3952.csv",NA,"Toby","Perkins","Toby Perkins","1970-08-12","Male","Chesterfield","Labour"
"3956","http://lda.data.parliament.uk/members/3956.csv","Elan","Susan","Jones","Susan Elan Jones","1968-06-01","Female","Clwyd South","Labour"
"1564","http://lda.data.parliament.uk/members/1564.csv","Christine","Angela","Smith","Angela Smith","1961-08-16","Female","Penistone and Stocksbridge","Labour"
"4093","http://lda.data.parliament.uk/members/4093.csv",NA,"Stephen","McPartland","Stephen McPartland","1976-08-09","Male","Stevenage","Conservative"
"4274","http://lda.data.parliament.uk/members/4274.csv",NA,"Francie","Molloy","Francie Molloy","1950-12-16","Male","Mid Ulster","Sinn Fein"
"1556","http://lda.data.parliament.uk/members/1556.csv","Owen Biggs","Robert","Wilson","Mr Rob Wilson","1965-01-04","Male","Reading East","Conservative"
"181","http://lda.data.parliament.uk/members/181.csv","Robert","John","Cryer","John Cryer","1964-04-11","Male","Leyton and Wanstead","Labour"
"1595","http://lda.data.parliament.uk/members/1595.csv","Terence","Conor","Murphy","Conor Murphy","1963-07-10","Male","Newry and Armagh","Sinn Fein"
"1530","http://lda.data.parliament.uk/members/1530.csv","Peter","James","Brokenshire","James Brokenshire","1968-01-08","Male","Old Bexley and Sidcup","Conservative"
"4112","http://lda.data.parliament.uk/members/4112.csv",NA,"Daniel","Byles","Dan Byles","1974-06-24","Male","North Warwickshire","Conservative"
"3991","http://lda.data.parliament.uk/members/3991.csv",NA,"Jesse","Norman","Jesse Norman","1962-06-23","Male","Hereford and South Herefordshire","Conservative"
"4018","http://lda.data.parliament.uk/members/4018.csv",NA,"Helen","Grant","Mrs Helen Grant","1961-09-28","Female","Maidstone and The Weald","Conservative"
"1444","http://lda.data.parliament.uk/members/1444.csv","Gino","Mark","Francois","Mr Mark Francois","1965-08-14","Male","Rayleigh and Wickford","Conservative"
"18","http://lda.data.parliament.uk/members/18.csv","Elise Kendall","Cheryl","Gillan","Mrs Cheryl Gillan","1952-04-21","Female","Chesham and Amersham","Conservative"
"3965","http://lda.data.parliament.uk/members/3965.csv",NA,"Sheila ","Gilmore","Sheila Gilmore","1949-10-01","Female","Edinburgh East","Labour"
"335","http://lda.data.parliament.uk/members/335.csv","Arthur Stephen","David","Tredinnick","David Tredinnick","1950-01-19","Male","Bosworth","Conservative"
"4094","http://lda.data.parliament.uk/members/4094.csv",NA,"Laura","Sandys","Laura Sandys","1964-06-05","Female","South Thanet","Conservative"
"4044","http://lda.data.parliament.uk/members/4044.csv",NA,"Andrew","Stephenson","Andrew Stephenson","1981-02-17","Male","Pendle","Conservative"
"3957","http://lda.data.parliament.uk/members/3957.csv",NA,"Martin","Vickers","Martin Vickers","1950-09-13","Male","Cleethorpes","Conservative"
"189","http://lda.data.parliament.uk/members/189.csv","Patrick","James","Dowd","Jim Dowd","1951-03-05","Male","Lewisham West and Penge","Labour"
"4126","http://lda.data.parliament.uk/members/4126.csv",NA,"Mary","Glindon","Mrs Mary Glindon","1957-01-13","Female","North Tyneside","Labour"
"1476","http://lda.data.parliament.uk/members/1476.csv","Huw","Ifor","Irranca-Davies","Huw Irranca-Davies","1963-01-22","Male","Ogmore","Labour"
"1424","http://lda.data.parliament.uk/members/1424.csv","Michael","Mark","Prisk","Mr Mark Prisk","1962-06-12","Male","Hertford and Stortford","Conservative"
"1525","http://lda.data.parliament.uk/members/1525.csv",NA,"Linda","Riordan","Mrs Linda Riordan","1953-05-31","Female","Halifax","Labour (Co-op)"
"8","http://lda.data.parliament.uk/members/8.csv","Mary","Theresa","May","Mrs Theresa May","1956-10-01","Female","Maidenhead","Conservative"
"1499","http://lda.data.parliament.uk/members/1499.csv","Charles","Martin","Horwood","Martin Horwood","1962-10-12","Male","Cheltenham","Liberal Democrat"
"1406","http://lda.data.parliament.uk/members/1406.csv",NA,"Jonathan","Cruddas","Jon Cruddas","1962-04-07","Male","Dagenham and Rainham","Labour"
"4139","http://lda.data.parliament.uk/members/4139.csv",NA,"Ian","Lavery","Ian Lavery","1963-01-06","Male","Wansbeck","Labour"
"39","http://lda.data.parliament.uk/members/39.csv","Flasby Lawrance","John","Whittingdale","Mr John Whittingdale","1959-10-16","Male","Maldon","Conservative"
"1555","http://lda.data.parliament.uk/members/1555.csv",NA,"Justine","Greening","Justine Greening","1969-04-30","Female","Putney","Conservative"
"1551","http://lda.data.parliament.uk/members/1551.csv","James","Stewart","Jackson","Mr Stewart Jackson","1965-01-31","Male","Peterborough","Conservative"
"35","http://lda.data.parliament.uk/members/35.csv","Edward","Robert","Russell","Sir Bob Russell","1946-03-31","Male","Colchester","Liberal Democrat"
"4024","http://lda.data.parliament.uk/members/4024.csv",NA,"Marcus","Jones","Mr Marcus Jones","1974-04-05","Male","Nuneaton","Conservative"
"1416","http://lda.data.parliament.uk/members/1416.csv",NA,"Michelle","Gildernew","Michelle Gildernew","1970-03-28","Female","Fermanagh and South Tyrone","Sinn Fein"
"4103","http://lda.data.parliament.uk/members/4103.csv",NA,"Pat","Glass","Pat Glass","1956-02-14","Female","North West Durham","Labour"
"570","http://lda.data.parliament.uk/members/570.csv",NA,"Frank","Doran","Mr Frank Doran","1949-04-13","Male","Aberdeen North","Labour"
"1526","http://lda.data.parliament.uk/members/1526.csv","William","Gregory","Hands","Greg Hands","1965-11-14","Male","Chelsea and Fulham","Conservative"
"4032","http://lda.data.parliament.uk/members/4032.csv",NA,"Stuart","Andrew","Stuart Andrew","1971-11-25","Male","Pudsey","Conservative"
"4137","http://lda.data.parliament.uk/members/4137.csv",NA,"Rory","Stewart","Rory Stewart","1973-01-03","Male","Penrith and The Border","Conservative"
"316","http://lda.data.parliament.uk/members/316.csv","Julian","David","Winnick","Mr David Winnick","1933-06-26","Male","Walsall North","Labour"
"1502","http://lda.data.parliament.uk/members/1502.csv","Ian","David","Jones","Mr David Jones","1952-03-22","Male","Clwyd West","Conservative"
"373","http://lda.data.parliament.uk/members/373.csv","Michael","David","Davis","Mr David Davis","1948-12-23","Male","Haltemprice and Howden","Conservative"
"4034","http://lda.data.parliament.uk/members/4034.csv",NA,"Yvonne","Fovargue","Yvonne Fovargue","1956-11-29","Female","Makerfield","Labour"
"4029","http://lda.data.parliament.uk/members/4029.csv",NA,"Lilian","Greenwood","Lilian Greenwood","1966-03-26","Female","Nottingham South","Labour"
"1496","http://lda.data.parliament.uk/members/1496.csv","Lakhman","Shailesh","Vara","Mr Shailesh Vara","1960-09-04","Male","North West Cambridgeshire","Conservative"
"411","http://lda.data.parliament.uk/members/411.csv","John","Barry","Sheerman","Mr Barry Sheerman","1940-08-17","Male","Huddersfield","Labour (Co-op)"
"249","http://lda.data.parliament.uk/members/249.csv","Robert","Geoffrey","Clifton-Brown","Geoffrey Clifton-Brown","1953-03-23","Male","The Cotswolds","Conservative"
"514","http://lda.data.parliament.uk/members/514.csv",NA,"Ronald","Campbell","Mr Ronnie Campbell","1943-08-14","Male","Blyth Valley","Labour"
"4043","http://lda.data.parliament.uk/members/4043.csv",NA,"Kris","Hopkins","Kris Hopkins","1963-06-08","Male","Keighley","Conservative"
"57","http://lda.data.parliament.uk/members/57.csv","Samuel Knatchbull","George","Young","Sir George Young","1941-07-16","Male","North West Hampshire","Conservative"
"115","http://lda.data.parliament.uk/members/115.csv","Anthony Aylmer","Francis","Maude","Mr Francis Maude","1953-07-04","Male","Horsham","Conservative"
"1578","http://lda.data.parliament.uk/members/1578.csv","Gregory","David","Clark","Greg Clark","1967-08-28","Male","Tunbridge Wells","Conservative"
"4246","http://lda.data.parliament.uk/members/4246.csv",NA,"Iain","McKenzie","Iain McKenzie","1959-04-04","Male","Inverclyde","Labour"
"415","http://lda.data.parliament.uk/members/415.csv",NA,"Fabian","Hamilton","Fabian Hamilton","1955-04-12","Male","Leeds North East","Labour"
"1399","http://lda.data.parliament.uk/members/1399.csv","Archibald Sinclair","John","Thurso","John Thurso","1953-09-10","Male","Caithness, Sutherland and Easter Ross","Liberal Democrat"
"336","http://lda.data.parliament.uk/members/336.csv","James","Stephen","Dorrell","Mr Stephen Dorrell","1952-03-25","Male","Charnwood","Conservative"
"636","http://lda.data.parliament.uk/members/636.csv","Catherine","Anne","McGuire","Mrs Anne McGuire","1949-05-26","Female","Stirling","Labour"
"4028","http://lda.data.parliament.uk/members/4028.csv",NA,"Karl","McCartney","Karl McCartney","1968-10-25","Male","Lincoln","Conservative"
"117","http://lda.data.parliament.uk/members/117.csv","James","Peter","Bottomley","Sir Peter Bottomley","1944-07-30","Male","Worthing West","Conservative"
"520","http://lda.data.parliament.uk/members/520.csv",NA,"Stephen","Hepburn","Mr Stephen Hepburn","1959-12-06","Male","Jarrow","Labour"
"253","http://lda.data.parliament.uk/members/253.csv","Anthony","Laurence","Robertson","Mr Laurence Robertson","1958-03-29","Male","Tewkesbury","Conservative"
"325","http://lda.data.parliament.uk/members/325.csv","Edward","Dennis","Skinner","Mr Dennis Skinner","1932-02-11","Male","Bolsover","Labour"
"4133","http://lda.data.parliament.uk/members/4133.csv",NA,"Andrew","Bridgen","Andrew Bridgen","1964-10-28","Male","North West Leicestershire","Conservative"
"1560","http://lda.data.parliament.uk/members/1560.csv","Paul","Jeremy","Wright","Jeremy Wright","1972-10-24","Male","Kenilworth and Southam","Conservative"
"4071","http://lda.data.parliament.uk/members/4071.csv",NA,"Sarah","Newton","Sarah Newton","1961-07-19","Female","Truro and Falmouth","Conservative"
"3944","http://lda.data.parliament.uk/members/3944.csv",NA,"Simon","Hart","Simon Hart","1963-08-15","Male","Carmarthen West and South Pembrokeshire","Conservative"
"1433","http://lda.data.parliament.uk/members/1433.csv",NA,"Angus","Robertson","Angus Robertson","1969-09-28","Male","Moray","Scottish National"
"4046","http://lda.data.parliament.uk/members/4046.csv",NA,"Bridget","Phillipson","Bridget Phillipson","1983-12-19","Female","Houghton and Sunderland South","Labour"
"4078","http://lda.data.parliament.uk/members/4078.csv",NA,"Paul","Uppal","Paul Uppal","1967-06-14","Male","Wolverhampton South West","Conservative"
"1540","http://lda.data.parliament.uk/members/1540.csv","Thomas","Gregory","Mulholland","Greg Mulholland","1970-08-31","Male","Leeds North West","Liberal Democrat"
"586","http://lda.data.parliament.uk/members/586.csv","Harold","Brian","Donohoe","Mr Brian H. Donohoe","1948-09-10","Male","Central Ayrshire","Labour"
"4064","http://lda.data.parliament.uk/members/4064.csv",NA,"Steve","Baker","Steve Baker","1971-06-06","Male","Wycombe","Conservative"
"4036","http://lda.data.parliament.uk/members/4036.csv",NA,"Luciana","Berger","Luciana Berger","1981-05-15","Female","Liverpool, Wavertree","Labour (Co-op)"
"1585","http://lda.data.parliament.uk/members/1585.csv","William","Stephen","Hammond","Stephen Hammond","1962-02-04","Male","Wimbledon","Conservative"
"4245","http://lda.data.parliament.uk/members/4245.csv",NA,"Paul","Maskey","Paul Maskey","1967-06-09","Male","Belfast West","Sinn Fein"
"384","http://lda.data.parliament.uk/members/384.csv","Caroline Ballingall","Anne","McIntosh","Miss Anne McIntosh","1954-09-20","Female","Thirsk and Malton","Conservative"
"1441","http://lda.data.parliament.uk/members/1441.csv","Campbell","Henry","Bellingham","Mr Henry Bellingham","1955-03-29","Male","North West Norfolk","Conservative"
"609","http://lda.data.parliament.uk/members/609.csv",NA,"George","Galloway","Mr George Galloway","1954-08-16","Male","Bradford West","Respect"
"1537","http://lda.data.parliament.uk/members/1537.csv","Thomas","Philip","Hollobone","Mr Philip Hollobone","1964-11-07","Male","Kettering","Conservative"
"4141","http://lda.data.parliament.uk/members/4141.csv",NA,"Eric","Ollerenshaw","Eric Ollerenshaw","1950-03-26","Male","Lancaster and Fleetwood","Conservative"
"133","http://lda.data.parliament.uk/members/133.csv","Laurie","David","Ruffley","Mr David Ruffley","1962-04-18","Male","Bury St Edmunds","Conservative"
"206","http://lda.data.parliament.uk/members/206.csv","Lindon","David","Lammy","Mr David Lammy","1972-07-19","Male","Tottenham","Labour"
"1411","http://lda.data.parliament.uk/members/1411.csv","Jerzy","Marek","Lazarowicz","Mark Lazarowicz","1953-08-08","Male","Edinburgh North and Leith","Labour (Co-op)"
"1462","http://lda.data.parliament.uk/members/1462.csv","Eileen","Angela","Watkinson","Dame  Angela Watkinson","1941-11-18","Female","Hornchurch and Upminster","Conservative"
"4212","http://lda.data.parliament.uk/members/4212.csv",NA,"Debbie","Abrahams","Debbie Abrahams","1960-09-15","Female","Oldham East and Saddleworth","Labour"
"4091","http://lda.data.parliament.uk/members/4091.csv",NA,"Robin","Walker","Mr Robin Walker","1978-04-12","Male","Worcester","Conservative"
"167","http://lda.data.parliament.uk/members/167.csv",NA,"Stephen","Twigg","Stephen Twigg","1966-12-25","Male","Liverpool, West Derby","Labour (Co-op)"
"626","http://lda.data.parliament.uk/members/626.csv",NA,"Frank","Roy","Mr Frank Roy","1958-08-29","Male","Motherwell and Wishaw","Labour"
"3949","http://lda.data.parliament.uk/members/3949.csv",NA,"Gregg","McClymont","Gregg McClymont","1976-06-03","Male","Cumbernauld, Kilsyth and Kirkintilloch East","Labour"
"178","http://lda.data.parliament.uk/members/178.csv","Martin","John","McDonnell","John McDonnell","1951-09-08","Male","Hayes and Harlington","Labour"
"1576","http://lda.data.parliament.uk/members/1576.csv","Andrew","Mark","Pritchard","Mark Pritchard","1966-11-22","Male","The Wrekin","Conservative"
"188","http://lda.data.parliament.uk/members/188.csv","Jonathon","Edward","Davey","Mr Edward Davey","1965-12-25","Male","Kingston and Surbiton","Liberal Democrat"
"4073","http://lda.data.parliament.uk/members/4073.csv",NA,"Sarah","Wollaston","Dr Sarah Wollaston","1962-02-17","Female","Totnes","Conservative"
"611","http://lda.data.parliament.uk/members/611.csv","Graham","Ian","Davidson","Mr Ian Davidson","1950-09-08","Male","Glasgow South West","Labour (Co-op)"
"3930","http://lda.data.parliament.uk/members/3930.csv",NA,"Caroline","Lucas","Caroline Lucas","1960-12-09","Female","Brighton, Pavilion","Green"
"1531","http://lda.data.parliament.uk/members/1531.csv","Choona","Lynne","Featherstone","Lynne Featherstone","1951-12-20","Female","Hornsey and Wood Green","Liberal Democrat"
"634","http://lda.data.parliament.uk/members/634.csv","Peter","Charles","Kennedy","Mr Charles Kennedy","1959-11-25","Male","Ross, Skye and Lochaber","Liberal Democrat"
"413","http://lda.data.parliament.uk/members/413.csv","James Wedgwood","Hilary","Benn","Hilary Benn","1953-11-26","Male","Leeds Central","Labour"
"1469","http://lda.data.parliament.uk/members/1469.csv","Anthony","Thomas","Cunningham","Sir Tony Cunningham","1952-09-16","Male","Workington","Labour"
"1541","http://lda.data.parliament.uk/members/1541.csv","Rhiannon","Nia","Griffith","Nia Griffith","1956-12-04","Female","Llanelli","Labour"
"3964","http://lda.data.parliament.uk/members/3964.csv",NA,"Fiona","O'Donnell","Fiona O'Donnell","1960-01-27","Female","East Lothian","Labour"
"4065","http://lda.data.parliament.uk/members/4065.csv",NA,"Jackie","Doyle-Price","Jackie Doyle-Price","1969-08-05","Female","Thurrock","Conservative"
"1390","http://lda.data.parliament.uk/members/1390.csv","Charles","John","Baron","Mr John Baron","1959-06-21","Male","Basildon and Billericay","Conservative"
"3911","http://lda.data.parliament.uk/members/3911.csv",NA,"Eilidh","Whiteford","Dr Eilidh Whiteford","1969-04-24","Female","Banff and Buchan","Scottish National"
"3931","http://lda.data.parliament.uk/members/3931.csv",NA,"Julian","Huppert","Dr Julian Huppert","1978-07-21","Male","Cambridge","Liberal Democrat"
"545","http://lda.data.parliament.uk/members/545.csv","Philip","Paul","Flynn","Paul Flynn","1935-02-09","Male","Newport West","Labour"
"4060","http://lda.data.parliament.uk/members/4060.csv",NA,"Jake","Berry","Jake Berry","1978-12-29","Male","Rossendale and Darwen","Conservative"
"4012","http://lda.data.parliament.uk/members/4012.csv",NA,"Graeme","Morrice","Graeme Morrice","1959-02-23","Male","Livingston","Labour"
"463","http://lda.data.parliament.uk/members/463.csv","Whitaker","John","Straw","Mr Jack Straw","1946-08-03","Male","Blackburn","Labour"
"136","http://lda.data.parliament.uk/members/136.csv","Stephen Kenneth","Timothy","Yeo","Mr Tim Yeo","1945-03-20","Male","South Suffolk","Conservative"
"4051","http://lda.data.parliament.uk/members/4051.csv",NA,"John","Glen","John Glen","1974-04-01","Male","Salisbury","Conservative"
"4027","http://lda.data.parliament.uk/members/4027.csv",NA,"Nicky","Morgan","Nicky Morgan","1972-10-10","Female","Loughborough","Conservative"
"4088","http://lda.data.parliament.uk/members/4088.csv",NA,"Stella","Creasy","Stella Creasy","1977-04-05","Female","Walthamstow","Labour (Co-op)"
"1470","http://lda.data.parliament.uk/members/1470.csv","Colin","Ian","Lucas","Ian Lucas","1960-09-18","Male","Wrexham","Labour"
"4083","http://lda.data.parliament.uk/members/4083.csv",NA,"Alison","McGovern","Alison McGovern","1980-12-30","Female","Wirral South","Labour"
